dataset,contrast,delta_aurc,ci_low,ci_high
GDELT,full_original - matched_base,-0.00392766047236659,-0.009759965456208155,0.0009015274207567135
GDELT,full_original - base_plus_z,-0.00033545493646269797,-0.001138559888948873,0.00034202703861132243
GDELT,full_original - base_plus_fd,-0.004127884971908524,-0.00839983174550692,-0.00026148024721060764
GDELT,full_original - without_diversity,-0.00028060807120133813,-0.0006994042271205369,0.00013259772510089695
GDELT,full_original - without_fragility,0.0003771367062939124,-0.0002584093848407132,0.0009725076152125173
GDELT,full_original - nonredundant,3.103946642724065e-05,2.8909395707737984e-06,7.788139687785467e-05
GDELT,full_original - base_plus_softmax_entropy,-0.0085836823846418,-0.014652024306487686,-0.0034355997378617974
