dataset,contrast,delta_aurc,ci_low,ci_high
ICEWS05-15,full_original - matched_base,-0.033676955112698304,-0.041049428253700615,-0.02579853868581402
ICEWS05-15,full_original - base_plus_z,-0.0019401569550622222,-0.004045894219518139,0.00028250073271387567
ICEWS05-15,full_original - base_plus_fd,-0.01300242028711529,-0.018796462597464446,-0.007370245054446818
ICEWS05-15,full_original - without_diversity,-0.002188491318441288,-0.004627825394497251,0.00027956984891887705
ICEWS05-15,full_original - without_fragility,-0.0002943978703636163,-0.0014502953600551538,0.000946505578104631
ICEWS05-15,full_original - nonredundant,7.776633574718694e-05,-0.00036751774031075767,0.0004155702524498011
ICEWS05-15,full_original - base_plus_softmax_entropy,-0.025656497383867216,-0.032280575621718266,-0.018725465574124956
