model,dataset,seed,selector,endpoint,coverage,risk
TeRDy,ICEWS14,0,Best control,error,0.02,0.01
TeRDy,ICEWS14,0,Best control,error,0.03,0.006666666666666667
TeRDy,ICEWS14,0,Best control,error,0.04,0.02
TeRDy,ICEWS14,0,Best control,error,0.05,0.016
TeRDy,ICEWS14,0,Best control,error,0.06,0.02666666666666667
TeRDy,ICEWS14,0,Best control,error,0.07,0.02857142857142857
TeRDy,ICEWS14,0,Best control,error,0.08,0.035
TeRDy,ICEWS14,0,Best control,error,0.09000000000000001,0.03777777777777778
TeRDy,ICEWS14,0,Best control,error,0.1,0.038
TeRDy,ICEWS14,0,Best control,error,0.11,0.034545454545454546
TeRDy,ICEWS14,0,Best control,error,0.12000000000000001,0.04
TeRDy,ICEWS14,0,Best control,error,0.13,0.046153846153846156
TeRDy,ICEWS14,0,Best control,error,0.13999999999999999,0.05150214592274678
TeRDy,ICEWS14,0,Best control,error,0.15,0.05733333333333333
TeRDy,ICEWS14,0,Best control,error,0.16,0.065
TeRDy,ICEWS14,0,Best control,error,0.16999999999999998,0.06595995288574794
TeRDy,ICEWS14,0,Best control,error,0.18,0.06888888888888889
TeRDy,ICEWS14,0,Best control,error,0.19,0.07578947368421053
TeRDy,ICEWS14,0,Best control,error,0.19999999999999998,0.07707707707707707
TeRDy,ICEWS14,0,Best control,error,0.21,0.07714285714285714
TeRDy,ICEWS14,0,Best control,error,0.22,0.07909090909090909
TeRDy,ICEWS14,0,Best control,error,0.22999999999999998,0.0782608695652174
TeRDy,ICEWS14,0,Best control,error,0.24,0.08
TeRDy,ICEWS14,0,Best control,error,0.25,0.0816
TeRDy,ICEWS14,0,Best control,error,0.26,0.08076923076923077
TeRDy,ICEWS14,0,Best control,error,0.27,0.08222222222222222
TeRDy,ICEWS14,0,Best control,error,0.28,0.08714285714285715
TeRDy,ICEWS14,0,Best control,error,0.29000000000000004,0.09034482758620689
TeRDy,ICEWS14,0,Best control,error,0.30000000000000004,0.09733333333333333
TeRDy,ICEWS14,0,Best control,error,0.31,0.09935483870967741
TeRDy,ICEWS14,0,Best control,error,0.32,0.10375
TeRDy,ICEWS14,0,Best control,error,0.33,0.10606060606060606
TeRDy,ICEWS14,0,Best control,error,0.34,0.10882352941176471
TeRDy,ICEWS14,0,Best control,error,0.35000000000000003,0.112
TeRDy,ICEWS14,0,Best control,error,0.36000000000000004,0.115
TeRDy,ICEWS14,0,Best control,error,0.37000000000000005,0.11945945945945946
TeRDy,ICEWS14,0,Best control,error,0.38,0.12105263157894737
TeRDy,ICEWS14,0,Best control,error,0.39,0.12410256410256411
TeRDy,ICEWS14,0,Best control,error,0.4,0.1275
TeRDy,ICEWS14,0,Best control,error,0.41000000000000003,0.12975609756097561
TeRDy,ICEWS14,0,Best control,error,0.42000000000000004,0.1319047619047619
TeRDy,ICEWS14,0,Best control,error,0.43000000000000005,0.13348837209302325
TeRDy,ICEWS14,0,Best control,error,0.44,0.13954545454545456
TeRDy,ICEWS14,0,Best control,error,0.45,0.14266666666666666
TeRDy,ICEWS14,0,Best control,error,0.46,0.14739130434782607
TeRDy,ICEWS14,0,Best control,error,0.47000000000000003,0.15063829787234043
TeRDy,ICEWS14,0,Best control,error,0.48000000000000004,0.15708333333333332
TeRDy,ICEWS14,0,Best control,error,0.49000000000000005,0.16122448979591836
TeRDy,ICEWS14,0,Best control,error,0.5,0.164
TeRDy,ICEWS14,0,Best control,error,0.51,0.16823529411764707
TeRDy,ICEWS14,0,Best control,error,0.52,0.17461538461538462
TeRDy,ICEWS14,0,Best control,error,0.53,0.18037735849056605
TeRDy,ICEWS14,0,Best control,error,0.54,0.1862962962962963
TeRDy,ICEWS14,0,Best control,error,0.55,0.19163636363636363
TeRDy,ICEWS14,0,Best control,error,0.56,0.19357142857142856
TeRDy,ICEWS14,0,Best control,error,0.5700000000000001,0.19649122807017544
TeRDy,ICEWS14,0,Best control,error,0.5800000000000001,0.2013793103448276
TeRDy,ICEWS14,0,Best control,error,0.5900000000000001,0.2047457627118644
TeRDy,ICEWS14,0,Best control,error,0.6,0.20666666666666667
TeRDy,ICEWS14,0,Best control,error,0.61,0.21147540983606558
TeRDy,ICEWS14,0,Best control,error,0.62,0.2170967741935484
TeRDy,ICEWS14,0,Best control,error,0.63,0.2219047619047619
TeRDy,ICEWS14,0,Best control,error,0.64,0.226875
TeRDy,ICEWS14,0,Best control,error,0.65,0.2323076923076923
TeRDy,ICEWS14,0,Best control,error,0.66,0.23606060606060605
TeRDy,ICEWS14,0,Best control,error,0.67,0.24
TeRDy,ICEWS14,0,Best control,error,0.68,0.245
TeRDy,ICEWS14,0,Best control,error,0.6900000000000001,0.25043478260869567
TeRDy,ICEWS14,0,Best control,error,0.7000000000000001,0.2537142857142857
TeRDy,ICEWS14,0,Best control,error,0.7100000000000001,0.2588732394366197
TeRDy,ICEWS14,0,Best control,error,0.7200000000000001,0.26472222222222225
TeRDy,ICEWS14,0,Best control,error,0.73,0.2704109589041096
TeRDy,ICEWS14,0,Best control,error,0.74,0.2754054054054054
TeRDy,ICEWS14,0,Best control,error,0.75,0.2816
TeRDy,ICEWS14,0,Best control,error,0.76,0.28710526315789475
TeRDy,ICEWS14,0,Best control,error,0.77,0.29298701298701296
TeRDy,ICEWS14,0,Best control,error,0.78,0.29923076923076924
TeRDy,ICEWS14,0,Best control,error,0.79,0.3032911392405063
TeRDy,ICEWS14,0,Best control,error,0.8,0.30825
TeRDy,ICEWS14,0,Best control,error,0.81,0.3135802469135803
TeRDy,ICEWS14,0,Best control,error,0.8200000000000001,0.31902439024390244
TeRDy,ICEWS14,0,Best control,error,0.8300000000000001,0.3236144578313253
TeRDy,ICEWS14,0,Best control,error,0.8400000000000001,0.3283333333333333
TeRDy,ICEWS14,0,Best control,error,0.8500000000000001,0.3343529411764706
TeRDy,ICEWS14,0,Best control,error,0.86,0.3397674418604651
TeRDy,ICEWS14,0,Best control,error,0.87,0.34551724137931034
TeRDy,ICEWS14,0,Best control,error,0.88,0.3506818181818182
TeRDy,ICEWS14,0,Best control,error,0.89,0.3550561797752809
TeRDy,ICEWS14,0,Best control,error,0.9,0.36088888888888887
TeRDy,ICEWS14,0,Best control,error,0.91,0.36637362637362636
TeRDy,ICEWS14,0,Best control,error,0.92,0.3726086956521739
TeRDy,ICEWS14,0,Best control,error,0.93,0.37763440860215053
TeRDy,ICEWS14,0,Best control,error,0.9400000000000001,0.3829787234042553
TeRDy,ICEWS14,0,Best control,error,0.9500000000000001,0.3875789473684211
TeRDy,ICEWS14,0,Best control,error,0.9600000000000001,0.39229166666666665
TeRDy,ICEWS14,0,Best control,error,0.9700000000000001,0.3977319587628866
TeRDy,ICEWS14,0,Best control,error,0.98,0.4030612244897959
TeRDy,ICEWS14,0,Best control,error,0.99,0.4088888888888889
TeRDy,ICEWS14,0,Best control,error,1.0,0.4146
TeRDy,ICEWS14,0,Best control,worst_flip1,0.02,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.03,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.04,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.05,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.06,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.07,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.08,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.09000000000000001,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.1,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.11,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.12000000000000001,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.13,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.13999999999999999,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.15,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.16,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.16999999999999998,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.18,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.19,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.19999999999999998,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.21,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.22,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.22999999999999998,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.24,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.25,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.26,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.27,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.28,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.29000000000000004,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.30000000000000004,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.31,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.32,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.33,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.34,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.35000000000000003,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.36000000000000004,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.37000000000000005,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.38,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.39,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.4,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.41000000000000003,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.42000000000000004,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.43000000000000005,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.44,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.45,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.46,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.47000000000000003,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.48000000000000004,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.49000000000000005,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.5,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.51,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.52,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.53,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.54,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.55,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.56,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.5700000000000001,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.5800000000000001,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.5900000000000001,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.6,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.61,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.62,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.63,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.64,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.65,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.66,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.67,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.68,0.0
TeRDy,ICEWS14,0,Best control,worst_flip1,0.6900000000000001,0.0002898550724637681
TeRDy,ICEWS14,0,Best control,worst_flip1,0.7000000000000001,0.00028571428571428574
TeRDy,ICEWS14,0,Best control,worst_flip1,0.7100000000000001,0.00028169014084507044
TeRDy,ICEWS14,0,Best control,worst_flip1,0.7200000000000001,0.0002777777777777778
TeRDy,ICEWS14,0,Best control,worst_flip1,0.73,0.000273972602739726
TeRDy,ICEWS14,0,Best control,worst_flip1,0.74,0.0008108108108108108
TeRDy,ICEWS14,0,Best control,worst_flip1,0.75,0.0008
TeRDy,ICEWS14,0,Best control,worst_flip1,0.76,0.0010526315789473684
TeRDy,ICEWS14,0,Best control,worst_flip1,0.77,0.0012987012987012987
TeRDy,ICEWS14,0,Best control,worst_flip1,0.78,0.0015384615384615385
TeRDy,ICEWS14,0,Best control,worst_flip1,0.79,0.0017721518987341772
TeRDy,ICEWS14,0,Best control,worst_flip1,0.8,0.002
TeRDy,ICEWS14,0,Best control,worst_flip1,0.81,0.0022222222222222222
TeRDy,ICEWS14,0,Best control,worst_flip1,0.8200000000000001,0.0021951219512195124
TeRDy,ICEWS14,0,Best control,worst_flip1,0.8300000000000001,0.0024096385542168677
TeRDy,ICEWS14,0,Best control,worst_flip1,0.8400000000000001,0.002619047619047619
TeRDy,ICEWS14,0,Best control,worst_flip1,0.8500000000000001,0.0025882352941176473
TeRDy,ICEWS14,0,Best control,worst_flip1,0.86,0.0025581395348837207
TeRDy,ICEWS14,0,Best control,worst_flip1,0.87,0.002758620689655172
TeRDy,ICEWS14,0,Best control,worst_flip1,0.88,0.0029545454545454545
TeRDy,ICEWS14,0,Best control,worst_flip1,0.89,0.0033707865168539327
TeRDy,ICEWS14,0,Best control,worst_flip1,0.9,0.003777777777777778
TeRDy,ICEWS14,0,Best control,worst_flip1,0.91,0.0037362637362637363
TeRDy,ICEWS14,0,Best control,worst_flip1,0.92,0.004130434782608695
TeRDy,ICEWS14,0,Best control,worst_flip1,0.93,0.004946236559139785
TeRDy,ICEWS14,0,Best control,worst_flip1,0.9400000000000001,0.005531914893617021
TeRDy,ICEWS14,0,Best control,worst_flip1,0.9500000000000001,0.006105263157894737
TeRDy,ICEWS14,0,Best control,worst_flip1,0.9600000000000001,0.006458333333333333
TeRDy,ICEWS14,0,Best control,worst_flip1,0.9700000000000001,0.007216494845360825
TeRDy,ICEWS14,0,Best control,worst_flip1,0.98,0.007755102040816327
TeRDy,ICEWS14,0,Best control,worst_flip1,0.99,0.00808080808080808
TeRDy,ICEWS14,0,Best control,worst_flip1,1.0,0.0084
TeRDy,ICEWS14,1,Best control,error,0.02,0.02
TeRDy,ICEWS14,1,Best control,error,0.03,0.02666666666666667
TeRDy,ICEWS14,1,Best control,error,0.04,0.035
TeRDy,ICEWS14,1,Best control,error,0.05,0.028
TeRDy,ICEWS14,1,Best control,error,0.06,0.03666666666666667
TeRDy,ICEWS14,1,Best control,error,0.07,0.04857142857142857
TeRDy,ICEWS14,1,Best control,error,0.08,0.0475
TeRDy,ICEWS14,1,Best control,error,0.09000000000000001,0.044444444444444446
TeRDy,ICEWS14,1,Best control,error,0.1,0.042
TeRDy,ICEWS14,1,Best control,error,0.11,0.045454545454545456
TeRDy,ICEWS14,1,Best control,error,0.12000000000000001,0.04833333333333333
TeRDy,ICEWS14,1,Best control,error,0.13,0.047692307692307694
TeRDy,ICEWS14,1,Best control,error,0.13999999999999999,0.05007153075822604
TeRDy,ICEWS14,1,Best control,error,0.15,0.05466666666666667
TeRDy,ICEWS14,1,Best control,error,0.16,0.05875
TeRDy,ICEWS14,1,Best control,error,0.16999999999999998,0.05889281507656066
TeRDy,ICEWS14,1,Best control,error,0.18,0.06222222222222222
TeRDy,ICEWS14,1,Best control,error,0.19,0.06842105263157895
TeRDy,ICEWS14,1,Best control,error,0.19999999999999998,0.07207207207207207
TeRDy,ICEWS14,1,Best control,error,0.21,0.07523809523809524
TeRDy,ICEWS14,1,Best control,error,0.22,0.07909090909090909
TeRDy,ICEWS14,1,Best control,error,0.22999999999999998,0.07739130434782608
TeRDy,ICEWS14,1,Best control,error,0.24,0.08
TeRDy,ICEWS14,1,Best control,error,0.25,0.0816
TeRDy,ICEWS14,1,Best control,error,0.26,0.08384615384615385
TeRDy,ICEWS14,1,Best control,error,0.27,0.0874074074074074
TeRDy,ICEWS14,1,Best control,error,0.28,0.09142857142857143
TeRDy,ICEWS14,1,Best control,error,0.29000000000000004,0.09586206896551724
TeRDy,ICEWS14,1,Best control,error,0.30000000000000004,0.09666666666666666
TeRDy,ICEWS14,1,Best control,error,0.31,0.09806451612903226
TeRDy,ICEWS14,1,Best control,error,0.32,0.10125
TeRDy,ICEWS14,1,Best control,error,0.33,0.10666666666666667
TeRDy,ICEWS14,1,Best control,error,0.34,0.1111764705882353
TeRDy,ICEWS14,1,Best control,error,0.35000000000000003,0.11542857142857142
TeRDy,ICEWS14,1,Best control,error,0.36000000000000004,0.11944444444444445
TeRDy,ICEWS14,1,Best control,error,0.37000000000000005,0.12162162162162163
TeRDy,ICEWS14,1,Best control,error,0.38,0.12421052631578948
TeRDy,ICEWS14,1,Best control,error,0.39,0.12717948717948718
TeRDy,ICEWS14,1,Best control,error,0.4,0.129
TeRDy,ICEWS14,1,Best control,error,0.41000000000000003,0.13170731707317074
TeRDy,ICEWS14,1,Best control,error,0.42000000000000004,0.13666666666666666
TeRDy,ICEWS14,1,Best control,error,0.43000000000000005,0.13953488372093023
TeRDy,ICEWS14,1,Best control,error,0.44,0.1431818181818182
TeRDy,ICEWS14,1,Best control,error,0.45,0.148
TeRDy,ICEWS14,1,Best control,error,0.46,0.15217391304347827
TeRDy,ICEWS14,1,Best control,error,0.47000000000000003,0.15617021276595744
TeRDy,ICEWS14,1,Best control,error,0.48000000000000004,0.15958333333333333
TeRDy,ICEWS14,1,Best control,error,0.49000000000000005,0.16489795918367348
TeRDy,ICEWS14,1,Best control,error,0.5,0.1688
TeRDy,ICEWS14,1,Best control,error,0.51,0.17254901960784313
TeRDy,ICEWS14,1,Best control,error,0.52,0.17692307692307693
TeRDy,ICEWS14,1,Best control,error,0.53,0.18188679245283018
TeRDy,ICEWS14,1,Best control,error,0.54,0.18814814814814815
TeRDy,ICEWS14,1,Best control,error,0.55,0.19345454545454546
TeRDy,ICEWS14,1,Best control,error,0.56,0.19642857142857142
TeRDy,ICEWS14,1,Best control,error,0.5700000000000001,0.2
TeRDy,ICEWS14,1,Best control,error,0.5800000000000001,0.20379310344827586
TeRDy,ICEWS14,1,Best control,error,0.5900000000000001,0.20779661016949152
TeRDy,ICEWS14,1,Best control,error,0.6,0.20966666666666667
TeRDy,ICEWS14,1,Best control,error,0.61,0.21540983606557376
TeRDy,ICEWS14,1,Best control,error,0.62,0.22096774193548388
TeRDy,ICEWS14,1,Best control,error,0.63,0.22476190476190477
TeRDy,ICEWS14,1,Best control,error,0.64,0.23125
TeRDy,ICEWS14,1,Best control,error,0.65,0.2353846153846154
TeRDy,ICEWS14,1,Best control,error,0.66,0.2409090909090909
TeRDy,ICEWS14,1,Best control,error,0.67,0.24477611940298508
TeRDy,ICEWS14,1,Best control,error,0.68,0.24970588235294117
TeRDy,ICEWS14,1,Best control,error,0.6900000000000001,0.25478260869565217
TeRDy,ICEWS14,1,Best control,error,0.7000000000000001,0.26085714285714284
TeRDy,ICEWS14,1,Best control,error,0.7100000000000001,0.2650704225352113
TeRDy,ICEWS14,1,Best control,error,0.7200000000000001,0.2697222222222222
TeRDy,ICEWS14,1,Best control,error,0.73,0.2758904109589041
TeRDy,ICEWS14,1,Best control,error,0.74,0.28162162162162163
TeRDy,ICEWS14,1,Best control,error,0.75,0.2869333333333333
TeRDy,ICEWS14,1,Best control,error,0.76,0.29236842105263156
TeRDy,ICEWS14,1,Best control,error,0.77,0.29714285714285715
TeRDy,ICEWS14,1,Best control,error,0.78,0.3038461538461538
TeRDy,ICEWS14,1,Best control,error,0.79,0.30962025316455694
TeRDy,ICEWS14,1,Best control,error,0.8,0.3155
TeRDy,ICEWS14,1,Best control,error,0.81,0.3217283950617284
TeRDy,ICEWS14,1,Best control,error,0.8200000000000001,0.32682926829268294
TeRDy,ICEWS14,1,Best control,error,0.8300000000000001,0.3313253012048193
TeRDy,ICEWS14,1,Best control,error,0.8400000000000001,0.3361904761904762
TeRDy,ICEWS14,1,Best control,error,0.8500000000000001,0.34141176470588236
TeRDy,ICEWS14,1,Best control,error,0.86,0.34674418604651164
TeRDy,ICEWS14,1,Best control,error,0.87,0.35333333333333333
TeRDy,ICEWS14,1,Best control,error,0.88,0.35909090909090907
TeRDy,ICEWS14,1,Best control,error,0.89,0.36292134831460676
TeRDy,ICEWS14,1,Best control,error,0.9,0.36733333333333335
TeRDy,ICEWS14,1,Best control,error,0.91,0.3723076923076923
TeRDy,ICEWS14,1,Best control,error,0.92,0.3760869565217391
TeRDy,ICEWS14,1,Best control,error,0.93,0.38064516129032255
TeRDy,ICEWS14,1,Best control,error,0.9400000000000001,0.38638297872340427
TeRDy,ICEWS14,1,Best control,error,0.9500000000000001,0.3917894736842105
TeRDy,ICEWS14,1,Best control,error,0.9600000000000001,0.39645833333333336
TeRDy,ICEWS14,1,Best control,error,0.9700000000000001,0.4020618556701031
TeRDy,ICEWS14,1,Best control,error,0.98,0.4073469387755102
TeRDy,ICEWS14,1,Best control,error,0.99,0.4127272727272727
TeRDy,ICEWS14,1,Best control,error,1.0,0.4174
TeRDy,ICEWS14,1,Best control,worst_flip1,0.02,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.03,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.04,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.05,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.06,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.07,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.08,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.09000000000000001,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.1,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.11,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.12000000000000001,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.13,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.13999999999999999,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.15,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.16,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.16999999999999998,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.18,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.19,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.19999999999999998,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.21,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.22,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.22999999999999998,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.24,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.25,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.26,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.27,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.28,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.29000000000000004,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.30000000000000004,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.31,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.32,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.33,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.34,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.35000000000000003,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.36000000000000004,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.37000000000000005,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.38,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.39,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.4,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.41000000000000003,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.42000000000000004,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.43000000000000005,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.44,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.45,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.46,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.47000000000000003,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.48000000000000004,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.49000000000000005,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.5,0.0
TeRDy,ICEWS14,1,Best control,worst_flip1,0.51,0.000392156862745098
TeRDy,ICEWS14,1,Best control,worst_flip1,0.52,0.0003846153846153846
TeRDy,ICEWS14,1,Best control,worst_flip1,0.53,0.0007547169811320754
TeRDy,ICEWS14,1,Best control,worst_flip1,0.54,0.0011111111111111111
TeRDy,ICEWS14,1,Best control,worst_flip1,0.55,0.001090909090909091
TeRDy,ICEWS14,1,Best control,worst_flip1,0.56,0.0010714285714285715
TeRDy,ICEWS14,1,Best control,worst_flip1,0.5700000000000001,0.0014035087719298245
TeRDy,ICEWS14,1,Best control,worst_flip1,0.5800000000000001,0.0017241379310344827
TeRDy,ICEWS14,1,Best control,worst_flip1,0.5900000000000001,0.001694915254237288
TeRDy,ICEWS14,1,Best control,worst_flip1,0.6,0.0023333333333333335
TeRDy,ICEWS14,1,Best control,worst_flip1,0.61,0.0029508196721311475
TeRDy,ICEWS14,1,Best control,worst_flip1,0.62,0.0032258064516129032
TeRDy,ICEWS14,1,Best control,worst_flip1,0.63,0.004126984126984127
TeRDy,ICEWS14,1,Best control,worst_flip1,0.64,0.0046875
TeRDy,ICEWS14,1,Best control,worst_flip1,0.65,0.004615384615384616
TeRDy,ICEWS14,1,Best control,worst_flip1,0.66,0.0048484848484848485
TeRDy,ICEWS14,1,Best control,worst_flip1,0.67,0.005373134328358209
TeRDy,ICEWS14,1,Best control,worst_flip1,0.68,0.006176470588235294
TeRDy,ICEWS14,1,Best control,worst_flip1,0.6900000000000001,0.007536231884057971
TeRDy,ICEWS14,1,Best control,worst_flip1,0.7000000000000001,0.008571428571428572
TeRDy,ICEWS14,1,Best control,worst_flip1,0.7100000000000001,0.009014084507042254
TeRDy,ICEWS14,1,Best control,worst_flip1,0.7200000000000001,0.009722222222222222
TeRDy,ICEWS14,1,Best control,worst_flip1,0.73,0.012602739726027398
TeRDy,ICEWS14,1,Best control,worst_flip1,0.74,0.014594594594594595
TeRDy,ICEWS14,1,Best control,worst_flip1,0.75,0.016
TeRDy,ICEWS14,1,Best control,worst_flip1,0.76,0.017894736842105262
TeRDy,ICEWS14,1,Best control,worst_flip1,0.77,0.01922077922077922
TeRDy,ICEWS14,1,Best control,worst_flip1,0.78,0.020256410256410257
TeRDy,ICEWS14,1,Best control,worst_flip1,0.79,0.022025316455696203
TeRDy,ICEWS14,1,Best control,worst_flip1,0.8,0.02325
TeRDy,ICEWS14,1,Best control,worst_flip1,0.81,0.02567901234567901
TeRDy,ICEWS14,1,Best control,worst_flip1,0.8200000000000001,0.026585365853658536
TeRDy,ICEWS14,1,Best control,worst_flip1,0.8300000000000001,0.029156626506024096
TeRDy,ICEWS14,1,Best control,worst_flip1,0.8400000000000001,0.03261904761904762
TeRDy,ICEWS14,1,Best control,worst_flip1,0.8500000000000001,0.034823529411764705
TeRDy,ICEWS14,1,Best control,worst_flip1,0.86,0.03651162790697674
TeRDy,ICEWS14,1,Best control,worst_flip1,0.87,0.03908045977011494
TeRDy,ICEWS14,1,Best control,worst_flip1,0.88,0.04068181818181818
TeRDy,ICEWS14,1,Best control,worst_flip1,0.89,0.04269662921348315
TeRDy,ICEWS14,1,Best control,worst_flip1,0.9,0.04488888888888889
