model,dataset,seed,selector,endpoint,coverage,risk
TemporalComplEx,ICEWS14,0,Best control,worst_flip1,0.98,0.4138775510204082
TemporalComplEx,ICEWS14,0,Best control,worst_flip1,0.99,0.4177777777777778
TemporalComplEx,ICEWS14,0,Best control,worst_flip1,1.0,0.422
TemporalComplEx,ICEWS14,1,Best control,error,0.02,0.08
TemporalComplEx,ICEWS14,1,Best control,error,0.03,0.08
TemporalComplEx,ICEWS14,1,Best control,error,0.04,0.1
TemporalComplEx,ICEWS14,1,Best control,error,0.05,0.116
TemporalComplEx,ICEWS14,1,Best control,error,0.06,0.12666666666666668
TemporalComplEx,ICEWS14,1,Best control,error,0.07,0.1457142857142857
TemporalComplEx,ICEWS14,1,Best control,error,0.08,0.165
TemporalComplEx,ICEWS14,1,Best control,error,0.09000000000000001,0.18
TemporalComplEx,ICEWS14,1,Best control,error,0.1,0.186
TemporalComplEx,ICEWS14,1,Best control,error,0.11,0.20545454545454545
TemporalComplEx,ICEWS14,1,Best control,error,0.12000000000000001,0.21333333333333335
TemporalComplEx,ICEWS14,1,Best control,error,0.13,0.2230769230769231
TemporalComplEx,ICEWS14,1,Best control,error,0.13999999999999999,0.23605150214592274
TemporalComplEx,ICEWS14,1,Best control,error,0.15,0.244
TemporalComplEx,ICEWS14,1,Best control,error,0.16,0.24625
TemporalComplEx,ICEWS14,1,Best control,error,0.16999999999999998,0.25677267373380447
TemporalComplEx,ICEWS14,1,Best control,error,0.18,0.27
TemporalComplEx,ICEWS14,1,Best control,error,0.19,0.28
TemporalComplEx,ICEWS14,1,Best control,error,0.19999999999999998,0.2882882882882883
TemporalComplEx,ICEWS14,1,Best control,error,0.21,0.29523809523809524
TemporalComplEx,ICEWS14,1,Best control,error,0.22,0.3
TemporalComplEx,ICEWS14,1,Best control,error,0.22999999999999998,0.29478260869565215
TemporalComplEx,ICEWS14,1,Best control,error,0.24,0.2916666666666667
TemporalComplEx,ICEWS14,1,Best control,error,0.25,0.288
TemporalComplEx,ICEWS14,1,Best control,error,0.26,0.2846153846153846
TemporalComplEx,ICEWS14,1,Best control,error,0.27,0.28
TemporalComplEx,ICEWS14,1,Best control,error,0.28,0.2907142857142857
TemporalComplEx,ICEWS14,1,Best control,error,0.29000000000000004,0.2986206896551724
TemporalComplEx,ICEWS14,1,Best control,error,0.30000000000000004,0.30666666666666664
TemporalComplEx,ICEWS14,1,Best control,error,0.31,0.31290322580645163
TemporalComplEx,ICEWS14,1,Best control,error,0.32,0.32625
TemporalComplEx,ICEWS14,1,Best control,error,0.33,0.3327272727272727
TemporalComplEx,ICEWS14,1,Best control,error,0.34,0.3417647058823529
TemporalComplEx,ICEWS14,1,Best control,error,0.35000000000000003,0.3525714285714286
TemporalComplEx,ICEWS14,1,Best control,error,0.36000000000000004,0.3622222222222222
TemporalComplEx,ICEWS14,1,Best control,error,0.37000000000000005,0.37351351351351353
TemporalComplEx,ICEWS14,1,Best control,error,0.38,0.38263157894736843
TemporalComplEx,ICEWS14,1,Best control,error,0.39,0.3882051282051282
TemporalComplEx,ICEWS14,1,Best control,error,0.4,0.3925
TemporalComplEx,ICEWS14,1,Best control,error,0.41000000000000003,0.39951219512195124
TemporalComplEx,ICEWS14,1,Best control,error,0.42000000000000004,0.40714285714285714
TemporalComplEx,ICEWS14,1,Best control,error,0.43000000000000005,0.413953488372093
TemporalComplEx,ICEWS14,1,Best control,error,0.44,0.42
TemporalComplEx,ICEWS14,1,Best control,error,0.45,0.4262222222222222
TemporalComplEx,ICEWS14,1,Best control,error,0.46,0.43
TemporalComplEx,ICEWS14,1,Best control,error,0.47000000000000003,0.43319148936170215
TemporalComplEx,ICEWS14,1,Best control,error,0.48000000000000004,0.4354166666666667
TemporalComplEx,ICEWS14,1,Best control,error,0.49000000000000005,0.44040816326530613
TemporalComplEx,ICEWS14,1,Best control,error,0.5,0.4468
TemporalComplEx,ICEWS14,1,Best control,error,0.51,0.4513725490196078
TemporalComplEx,ICEWS14,1,Best control,error,0.52,0.45692307692307693
TemporalComplEx,ICEWS14,1,Best control,error,0.53,0.4630188679245283
TemporalComplEx,ICEWS14,1,Best control,error,0.54,0.4677777777777778
TemporalComplEx,ICEWS14,1,Best control,error,0.55,0.4730909090909091
TemporalComplEx,ICEWS14,1,Best control,error,0.56,0.47928571428571426
TemporalComplEx,ICEWS14,1,Best control,error,0.5700000000000001,0.4831578947368421
TemporalComplEx,ICEWS14,1,Best control,error,0.5800000000000001,0.4882758620689655
TemporalComplEx,ICEWS14,1,Best control,error,0.5900000000000001,0.49491525423728816
TemporalComplEx,ICEWS14,1,Best control,error,0.6,0.49933333333333335
TemporalComplEx,ICEWS14,1,Best control,error,0.61,0.5045901639344262
TemporalComplEx,ICEWS14,1,Best control,error,0.62,0.5116129032258064
TemporalComplEx,ICEWS14,1,Best control,error,0.63,0.518095238095238
TemporalComplEx,ICEWS14,1,Best control,error,0.64,0.5240625
TemporalComplEx,ICEWS14,1,Best control,error,0.65,0.528
TemporalComplEx,ICEWS14,1,Best control,error,0.66,0.5336363636363637
TemporalComplEx,ICEWS14,1,Best control,error,0.67,0.5388059701492537
TemporalComplEx,ICEWS14,1,Best control,error,0.68,0.5435294117647059
TemporalComplEx,ICEWS14,1,Best control,error,0.6900000000000001,0.5495652173913044
TemporalComplEx,ICEWS14,1,Best control,error,0.7000000000000001,0.5542857142857143
TemporalComplEx,ICEWS14,1,Best control,error,0.7100000000000001,0.5591549295774648
TemporalComplEx,ICEWS14,1,Best control,error,0.7200000000000001,0.5633333333333334
TemporalComplEx,ICEWS14,1,Best control,error,0.73,0.5673972602739726
TemporalComplEx,ICEWS14,1,Best control,error,0.74,0.5716216216216217
TemporalComplEx,ICEWS14,1,Best control,error,0.75,0.5762666666666667
TemporalComplEx,ICEWS14,1,Best control,error,0.76,0.5802631578947368
TemporalComplEx,ICEWS14,1,Best control,error,0.77,0.584935064935065
TemporalComplEx,ICEWS14,1,Best control,error,0.78,0.5892307692307692
TemporalComplEx,ICEWS14,1,Best control,error,0.79,0.5936708860759494
TemporalComplEx,ICEWS14,1,Best control,error,0.8,0.5975
TemporalComplEx,ICEWS14,1,Best control,error,0.81,0.6014814814814815
TemporalComplEx,ICEWS14,1,Best control,error,0.8200000000000001,0.605609756097561
TemporalComplEx,ICEWS14,1,Best control,error,0.8300000000000001,0.6096385542168675
TemporalComplEx,ICEWS14,1,Best control,error,0.8400000000000001,0.6126190476190476
TemporalComplEx,ICEWS14,1,Best control,error,0.8500000000000001,0.6169411764705882
TemporalComplEx,ICEWS14,1,Best control,error,0.86,0.6206976744186047
TemporalComplEx,ICEWS14,1,Best control,error,0.87,0.6248275862068966
TemporalComplEx,ICEWS14,1,Best control,error,0.88,0.6288636363636364
TemporalComplEx,ICEWS14,1,Best control,error,0.89,0.6321348314606742
TemporalComplEx,ICEWS14,1,Best control,error,0.9,0.6342222222222222
TemporalComplEx,ICEWS14,1,Best control,error,0.91,0.6375824175824176
TemporalComplEx,ICEWS14,1,Best control,error,0.92,0.6393478260869565
TemporalComplEx,ICEWS14,1,Best control,error,0.93,0.6412903225806451
TemporalComplEx,ICEWS14,1,Best control,error,0.9400000000000001,0.6436170212765957
TemporalComplEx,ICEWS14,1,Best control,error,0.9500000000000001,0.6467368421052632
TemporalComplEx,ICEWS14,1,Best control,error,0.9600000000000001,0.6489583333333333
TemporalComplEx,ICEWS14,1,Best control,error,0.9700000000000001,0.6519587628865979
TemporalComplEx,ICEWS14,1,Best control,error,0.98,0.6551020408163265
TemporalComplEx,ICEWS14,1,Best control,error,0.99,0.6571717171717172
TemporalComplEx,ICEWS14,1,Best control,error,1.0,0.66
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.02,0.04
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.03,0.02666666666666667
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.04,0.045
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.05,0.048
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.06,0.05
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.07,0.07428571428571429
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.08,0.09
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.09000000000000001,0.09777777777777778
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.1,0.112
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.11,0.11454545454545455
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.12000000000000001,0.12166666666666667
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.13,0.12307692307692308
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.13999999999999999,0.12732474964234622
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.15,0.12933333333333333
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.16,0.14125
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.16999999999999998,0.15783274440518258
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.18,0.17444444444444446
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.19,0.19789473684210526
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.19999999999999998,0.2132132132132132
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.21,0.21428571428571427
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.22,0.2190909090909091
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.22999999999999998,0.21304347826086956
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.24,0.20666666666666667
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.25,0.2024
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.26,0.2
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.27,0.19777777777777777
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.28,0.2057142857142857
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.29000000000000004,0.20689655172413793
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.30000000000000004,0.21
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.31,0.21225806451612902
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.32,0.216875
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.33,0.22666666666666666
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.34,0.2411764705882353
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.35000000000000003,0.2571428571428571
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.36000000000000004,0.27444444444444444
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.37000000000000005,0.29081081081081084
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.38,0.3068421052631579
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.39,0.32051282051282054
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.4,0.334
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.41000000000000003,0.34536585365853656
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.42000000000000004,0.35333333333333333
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.43000000000000005,0.3572093023255814
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.44,0.3618181818181818
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.45,0.36533333333333334
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.46,0.36434782608695654
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.47000000000000003,0.3604255319148936
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.48000000000000004,0.3566666666666667
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.49000000000000005,0.3575510204081633
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.5,0.3628
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.51,0.36980392156862746
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.52,0.37423076923076926
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.53,0.38150943396226417
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.54,0.3877777777777778
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.55,0.39236363636363636
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.56,0.39964285714285713
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.5700000000000001,0.4052631578947368
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.5800000000000001,0.4110344827586207
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.5900000000000001,0.41796610169491527
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.6,0.42233333333333334
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.61,0.42721311475409834
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.62,0.4290322580645161
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.63,0.433015873015873
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.64,0.4340625
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.65,0.4347692307692308
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.66,0.43303030303030304
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.67,0.4301492537313433
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.68,0.4288235294117647
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.6900000000000001,0.42434782608695654
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.7000000000000001,0.422
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.7100000000000001,0.41774647887323946
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.7200000000000001,0.41333333333333333
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.73,0.40904109589041093
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.74,0.40540540540540543
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.75,0.4008
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.76,0.39710526315789474
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.77,0.392987012987013
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.78,0.38871794871794874
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.79,0.3848101265822785
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.8,0.381
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.81,0.37679012345679014
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.8200000000000001,0.37341463414634146
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.8300000000000001,0.36987951807228914
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.8400000000000001,0.365952380952381
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.8500000000000001,0.3618823529411765
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.86,0.3581395348837209
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.87,0.3549425287356322
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.88,0.3518181818181818
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.89,0.34898876404494383
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.9,0.3511111111111111
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.91,0.35428571428571426
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.92,0.3580434782608696
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.93,0.36172043010752686
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.9400000000000001,0.3646808510638298
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.9500000000000001,0.3677894736842105
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.9600000000000001,0.37166666666666665
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.9700000000000001,0.3748453608247423
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.98,0.3795918367346939
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,0.99,0.3846464646464646
TemporalComplEx,ICEWS14,1,Best control,worst_flip1,1.0,0.3902
TemporalComplEx,ICEWS14,2,Best control,error,0.02,0.11
TemporalComplEx,ICEWS14,2,Best control,error,0.03,0.09333333333333334
TemporalComplEx,ICEWS14,2,Best control,error,0.04,0.12
TemporalComplEx,ICEWS14,2,Best control,error,0.05,0.128
TemporalComplEx,ICEWS14,2,Best control,error,0.06,0.12666666666666668
TemporalComplEx,ICEWS14,2,Best control,error,0.07,0.1457142857142857
TemporalComplEx,ICEWS14,2,Best control,error,0.08,0.1625
TemporalComplEx,ICEWS14,2,Best control,error,0.09000000000000001,0.1622222222222222
TemporalComplEx,ICEWS14,2,Best control,error,0.1,0.178
TemporalComplEx,ICEWS14,2,Best control,error,0.11,0.19090909090909092
TemporalComplEx,ICEWS14,2,Best control,error,0.12000000000000001,0.20166666666666666
TemporalComplEx,ICEWS14,2,Best control,error,0.13,0.2076923076923077
TemporalComplEx,ICEWS14,2,Best control,error,0.13999999999999999,0.2217453505007153
TemporalComplEx,ICEWS14,2,Best control,error,0.15,0.23466666666666666
TemporalComplEx,ICEWS14,2,Best control,error,0.16,0.25125
TemporalComplEx,ICEWS14,2,Best control,error,0.16999999999999998,0.26030624263839813
TemporalComplEx,ICEWS14,2,Best control,error,0.18,0.27
TemporalComplEx,ICEWS14,2,Best control,error,0.19,0.2736842105263158
TemporalComplEx,ICEWS14,2,Best control,error,0.19999999999999998,0.2782782782782783
TemporalComplEx,ICEWS14,2,Best control,error,0.21,0.2780952380952381
TemporalComplEx,ICEWS14,2,Best control,error,0.22,0.2809090909090909
TemporalComplEx,ICEWS14,2,Best control,error,0.22999999999999998,0.2756521739130435
TemporalComplEx,ICEWS14,2,Best control,error,0.24,0.26916666666666667
TemporalComplEx,ICEWS14,2,Best control,error,0.25,0.2672
TemporalComplEx,ICEWS14,2,Best control,error,0.26,0.2746153846153846
TemporalComplEx,ICEWS14,2,Best control,error,0.27,0.2837037037037037
TemporalComplEx,ICEWS14,2,Best control,error,0.28,0.29
TemporalComplEx,ICEWS14,2,Best control,error,0.29000000000000004,0.296551724137931
TemporalComplEx,ICEWS14,2,Best control,error,0.30000000000000004,0.306
TemporalComplEx,ICEWS14,2,Best control,error,0.31,0.3135483870967742
TemporalComplEx,ICEWS14,2,Best control,error,0.32,0.323125
TemporalComplEx,ICEWS14,2,Best control,error,0.33,0.3333333333333333
TemporalComplEx,ICEWS14,2,Best control,error,0.34,0.3417647058823529
TemporalComplEx,ICEWS14,2,Best control,error,0.35000000000000003,0.34914285714285714
TemporalComplEx,ICEWS14,2,Best control,error,0.36000000000000004,0.35888888888888887
TemporalComplEx,ICEWS14,2,Best control,error,0.37000000000000005,0.3659459459459459
TemporalComplEx,ICEWS14,2,Best control,error,0.38,0.37526315789473685
TemporalComplEx,ICEWS14,2,Best control,error,0.39,0.3851282051282051
TemporalComplEx,ICEWS14,2,Best control,error,0.4,0.3945
TemporalComplEx,ICEWS14,2,Best control,error,0.41000000000000003,0.4004878048780488
TemporalComplEx,ICEWS14,2,Best control,error,0.42000000000000004,0.4066666666666667
TemporalComplEx,ICEWS14,2,Best control,error,0.43000000000000005,0.4102325581395349
TemporalComplEx,ICEWS14,2,Best control,error,0.44,0.415
TemporalComplEx,ICEWS14,2,Best control,error,0.45,0.41644444444444445
TemporalComplEx,ICEWS14,2,Best control,error,0.46,0.4230434782608696
TemporalComplEx,ICEWS14,2,Best control,error,0.47000000000000003,0.4276595744680851
TemporalComplEx,ICEWS14,2,Best control,error,0.48000000000000004,0.4320833333333333
TemporalComplEx,ICEWS14,2,Best control,error,0.49000000000000005,0.4383673469387755
TemporalComplEx,ICEWS14,2,Best control,error,0.5,0.4452
TemporalComplEx,ICEWS14,2,Best control,error,0.51,0.45019607843137255
TemporalComplEx,ICEWS14,2,Best control,error,0.52,0.45692307692307693
TemporalComplEx,ICEWS14,2,Best control,error,0.53,0.4615094339622641
TemporalComplEx,ICEWS14,2,Best control,error,0.54,0.4677777777777778
TemporalComplEx,ICEWS14,2,Best control,error,0.55,0.47345454545454546
TemporalComplEx,ICEWS14,2,Best control,error,0.56,0.4782142857142857
TemporalComplEx,ICEWS14,2,Best control,error,0.5700000000000001,0.4831578947368421
TemporalComplEx,ICEWS14,2,Best control,error,0.5800000000000001,0.4882758620689655
TemporalComplEx,ICEWS14,2,Best control,error,0.5900000000000001,0.4935593220338983
TemporalComplEx,ICEWS14,2,Best control,error,0.6,0.49833333333333335
TemporalComplEx,ICEWS14,2,Best control,error,0.61,0.5045901639344262
TemporalComplEx,ICEWS14,2,Best control,error,0.62,0.51
TemporalComplEx,ICEWS14,2,Best control,error,0.63,0.5152380952380953
TemporalComplEx,ICEWS14,2,Best control,error,0.64,0.5203125
TemporalComplEx,ICEWS14,2,Best control,error,0.65,0.5246153846153846
TemporalComplEx,ICEWS14,2,Best control,error,0.66,0.5296969696969697
TemporalComplEx,ICEWS14,2,Best control,error,0.67,0.5340298507462686
TemporalComplEx,ICEWS14,2,Best control,error,0.68,0.5391176470588235
TemporalComplEx,ICEWS14,2,Best control,error,0.6900000000000001,0.5449275362318841
TemporalComplEx,ICEWS14,2,Best control,error,0.7000000000000001,0.5511428571428572
TemporalComplEx,ICEWS14,2,Best control,error,0.7100000000000001,0.556056338028169
TemporalComplEx,ICEWS14,2,Best control,error,0.7200000000000001,0.5616666666666666
TemporalComplEx,ICEWS14,2,Best control,error,0.73,0.5663013698630137
TemporalComplEx,ICEWS14,2,Best control,error,0.74,0.5713513513513514
TemporalComplEx,ICEWS14,2,Best control,error,0.75,0.576
TemporalComplEx,ICEWS14,2,Best control,error,0.76,0.5805263157894737
TemporalComplEx,ICEWS14,2,Best control,error,0.77,0.5844155844155844
TemporalComplEx,ICEWS14,2,Best control,error,0.78,0.5897435897435898
TemporalComplEx,ICEWS14,2,Best control,error,0.79,0.5949367088607594
TemporalComplEx,ICEWS14,2,Best control,error,0.8,0.59925
TemporalComplEx,ICEWS14,2,Best control,error,0.81,0.6032098765432099
TemporalComplEx,ICEWS14,2,Best control,error,0.8200000000000001,0.6080487804878049
TemporalComplEx,ICEWS14,2,Best control,error,0.8300000000000001,0.6125301204819277
TemporalComplEx,ICEWS14,2,Best control,error,0.8400000000000001,0.6164285714285714
TemporalComplEx,ICEWS14,2,Best control,error,0.8500000000000001,0.6207058823529412
TemporalComplEx,ICEWS14,2,Best control,error,0.86,0.6246511627906977
TemporalComplEx,ICEWS14,2,Best control,error,0.87,0.627816091954023
TemporalComplEx,ICEWS14,2,Best control,error,0.88,0.6309090909090909
TemporalComplEx,ICEWS14,2,Best control,error,0.89,0.6334831460674157
TemporalComplEx,ICEWS14,2,Best control,error,0.9,0.636
TemporalComplEx,ICEWS14,2,Best control,error,0.91,0.6384615384615384
TemporalComplEx,ICEWS14,2,Best control,error,0.92,0.6397826086956522
TemporalComplEx,ICEWS14,2,Best control,error,0.93,0.6412903225806451
TemporalComplEx,ICEWS14,2,Best control,error,0.9400000000000001,0.6440425531914894
TemporalComplEx,ICEWS14,2,Best control,error,0.9500000000000001,0.6467368421052632
TemporalComplEx,ICEWS14,2,Best control,error,0.9600000000000001,0.648125
TemporalComplEx,ICEWS14,2,Best control,error,0.9700000000000001,0.6511340206185567
TemporalComplEx,ICEWS14,2,Best control,error,0.98,0.6530612244897959
TemporalComplEx,ICEWS14,2,Best control,error,0.99,0.6557575757575758
TemporalComplEx,ICEWS14,2,Best control,error,1.0,0.6584
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.02,0.0
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.03,0.006666666666666667
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.04,0.015
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.05,0.024
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.06,0.03666666666666667
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.07,0.045714285714285714
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.08,0.0575
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.09000000000000001,0.07555555555555556
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.1,0.086
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.11,0.09454545454545454
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.12000000000000001,0.09833333333333333
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.13,0.10461538461538461
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.13999999999999999,0.1044349070100143
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.15,0.11866666666666667
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.16,0.12375
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.16999999999999998,0.1354534746760895
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.18,0.14555555555555555
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.19,0.15473684210526314
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.19999999999999998,0.16416416416416416
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.21,0.17238095238095238
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.22,0.1781818181818182
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.22999999999999998,0.1782608695652174
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.24,0.17416666666666666
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.25,0.1736
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.26,0.1776923076923077
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.27,0.18592592592592594
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.28,0.19428571428571428
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.29000000000000004,0.20482758620689656
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.30000000000000004,0.21
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.31,0.2129032258064516
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.32,0.216875
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.33,0.2206060606060606
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.34,0.22941176470588234
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.35000000000000003,0.23885714285714285
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.36000000000000004,0.25
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.37000000000000005,0.2616216216216216
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.38,0.27578947368421053
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.39,0.2907692307692308
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.4,0.303
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.41000000000000003,0.3175609756097561
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.42000000000000004,0.33095238095238094
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.43000000000000005,0.34093023255813953
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.44,0.3481818181818182
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.45,0.3488888888888889
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.46,0.348695652173913
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.47000000000000003,0.3446808510638298
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.48000000000000004,0.35041666666666665
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.49000000000000005,0.3563265306122449
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.5,0.3588
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.51,0.3658823529411765
TemporalComplEx,ICEWS14,2,Best control,worst_flip1,0.52,0.37384615384615383
