dataset,batch,repeat,kind,max_abs_error,full_elapsed_ms,full_write_ms,full_refresh_ms,full_affected,full_refreshed,incremental_elapsed_ms,incremental_write_ms,incremental_refresh_ms,incremental_affected,incremental_refreshed
ICEWS05-15,1000,4,delete,0.0,3762.9196000052616,888.5900000022957,2874.329600002966,971,5000,2199.1470999928424,855.4790999914985,1343.668000001344,971,971
ICEWS05-15,1000,4,restore,0.0,3809.269599994877,917.1583999996074,2892.11119999527,971,5000,2238.858500000788,955.303399998229,1283.555100002559,971,971
ICEWS05-15,1000,5,delete,0.0,4049.817399994936,1018.284699996002,3031.532699998934,946,5000,2458.461399990483,1135.034999999334,1323.426399991149,946,946
ICEWS05-15,1000,5,restore,0.0,4449.68720000179,1131.6324999934295,3318.0547000083607,946,5000,2691.871999995783,1240.4411000024993,1451.4308999932837,946,946
ICEWS05-15,1000,6,delete,0.0,4077.2059000009904,1067.3241000040434,3009.881799996947,934,5000,2361.477400001604,1127.9211999935796,1233.5562000080245,934,934
ICEWS05-15,1000,6,restore,0.0,4119.033299997682,1077.324799989583,3041.708500008099,934,5000,2434.119500001543,1088.9374999969732,1345.18200000457,934,934
ICEWS05-15,1000,7,delete,0.0,3686.879700006102,908.4200000070268,2778.4596999990754,977,5000,2213.237100004335,899.1128000052413,1314.1242999990936,977,977
ICEWS05-15,1000,7,restore,0.0,3741.04590000934,986.1852000030922,2754.8607000062475,977,5000,2379.8654999991413,1009.3946999986656,1370.4708000004755,977,977
ICEWS05-15,1000,8,delete,0.0,4010.6922999984818,1078.3776999887775,2932.314600009704,1021,5000,2574.8259000101825,1091.6302999976324,1483.19560001255,1021,1021
ICEWS05-15,1000,8,restore,0.0,3971.3041000068183,1038.7331999954768,2932.570900011342,1021,5000,2520.999300002586,1149.5107999944594,1371.4885000081267,1021,1021
ICEWS05-15,1000,9,delete,0.0,3875.378500000807,875.8506000012858,2999.5278999995207,964,5000,2215.7420000003185,951.963400002569,1263.7785999977496,964,964
ICEWS05-15,1000,9,restore,0.0,3862.166999999317,871.5965000010328,2990.5704999982845,964,5000,2102.2137999971164,893.6034999933327,1208.6103000037838,964,964
GDELT,1,0,delete,0.0,1977.7958000049691,0.2759000053629279,1977.5198999996064,1,5000,1.9984999962616712,0.4172999906586483,1.5812000056030229,1,1
GDELT,1,0,restore,0.0,2055.955699994229,0.2783999952953309,2055.677299998933,1,5000,1.592600005096756,0.3118000022368505,1.2808000028599054,1,1
GDELT,1,1,delete,0.0,1977.50530000485,0.1228000037372112,1977.382500001113,1,5000,0.2583999885246157,0.0680999946780502,0.1902999938465654,1,1
GDELT,1,1,restore,0.0,2102.656000002753,0.0757000088924542,2102.5802999938605,1,5000,0.2172999957110732,0.0631000002613291,0.1541999954497441,1,1
GDELT,1,2,delete,0.0,2028.8368000037733,0.0442000018665567,2028.792600001907,1,5000,0.2095999952871352,0.0593000004300847,0.1502999948570504,1,1
GDELT,1,2,restore,0.0,2065.4292999970494,0.0426999904448166,2065.386600006605,1,5000,0.2650999958859756,0.0981000048341229,0.1669999910518527,1,1
GDELT,1,3,delete,0.0,1991.9699000020048,0.0897000136319547,1991.8801999883729,1,5000,0.3412000078242272,0.0834999955259263,0.2577000122983008,1,1
GDELT,1,3,restore,0.0,2116.7036999977427,0.0820999994175508,2116.621599998325,1,5000,1.1347999970894307,0.2515999949537217,0.8832000021357089,1,1
GDELT,1,4,delete,0.0,2076.708200009307,0.1692000078037381,2076.539000001503,2,5000,1.3832999975420537,0.6747000006726012,0.7085999968694523,2,2
GDELT,1,4,restore,0.0,2403.463299997384,0.2946000022348016,2403.168699995149,2,5000,1.494800002546981,0.3327000013086945,1.1621000012382865,2,2
