dataset,batch,repeat,kind,max_abs_error,full_elapsed_ms,full_write_ms,full_refresh_ms,full_affected,full_refreshed,incremental_elapsed_ms,incremental_write_ms,incremental_refresh_ms,incremental_affected,incremental_refreshed
GDELT,1,5,delete,0.0,2149.837400007528,0.7396000000881031,2149.097800007439,3,5000,2.1929000067757443,0.3840999997919425,1.8088000069838015,3,3
GDELT,1,5,restore,0.0,2309.958900004858,0.3772000054595992,2309.5816999993986,3,5000,3.647000005003065,0.6916000129422173,2.955399992060848,3,3
GDELT,1,6,delete,0.0,1953.920800006017,0.0041000021155923,1953.9167000039013,0,5000,0.0071999966166913,0.0060000020312145,0.0011999945854768,0,0
GDELT,1,6,restore,0.0,2243.841000003158,0.0039000005926936,2243.8371000025654,0,5000,0.0111999979708343,0.0090999965323135,0.0021000014385208,0,0
GDELT,1,7,delete,0.0,2020.547299995087,0.1508999994257465,2020.396399995661,1,5000,0.4600999964168295,0.1310000079683959,0.3290999884484336,1,1
GDELT,1,7,restore,0.0,2150.0301999913063,0.1195999939227476,2149.9105999973835,1,5000,0.5103000003146008,0.1448000111849978,0.3654999891296029,1,1
GDELT,1,8,delete,0.0,1972.1517999860223,0.0040999875636771,1972.1476999984588,0,5000,0.0069999950937926,0.0058000005083158,0.0011999945854768,0,0
GDELT,1,8,restore,0.0,2078.83060000313,0.0022000021999701,2078.82840000093,0,5000,0.0066000065999105,0.005500012775883,0.0010999938240274,0,0
GDELT,1,9,delete,0.0,2107.8310999873797,0.7793999975547194,2107.051699989825,2,5000,1.6985999973258004,0.3289000014774501,1.3696999958483502,2,2
GDELT,1,9,restore,0.0,2021.0705999925267,0.306100002489984,2020.7644999900367,2,5000,2.861200002371333,0.4994000046281144,2.361799997743219,2,2
GDELT,10,0,delete,0.0,2156.8192999984603,0.4087999986950308,2156.4104999997653,3,5000,3.111700003501028,0.42300000495743,2.6886999985435978,3,3
GDELT,10,0,restore,0.0,2050.3606000129366,0.5692000122508034,2049.791400000686,3,5000,3.4137000038754195,0.7977999921422452,2.6159000117331743,3,3
GDELT,10,1,delete,0.0,2133.244900003774,2.0872000022791326,2131.157700001495,9,5000,8.909800002584234,2.318900005775504,6.59089999680873,9,9
GDELT,10,1,restore,0.0,2159.1484999953536,1.037099995301105,2158.1114000000525,9,5000,7.002300000749528,1.9511999998940155,5.051100000855513,9,9
GDELT,10,2,delete,0.0,2265.766800002893,1.122599991504103,2264.6442000113893,6,5000,5.891800014069304,0.8314000006066635,5.06040001346264,6,6
GDELT,10,2,restore,0.0,2233.2079999905545,0.9245999972335994,2232.283399993321,6,5000,6.286400006501935,0.8849000005284324,5.401500005973503,6,6
GDELT,10,3,delete,0.0,2295.889300003182,1.256100003956817,2294.6331999992253,9,5000,9.721800000988878,2.04610000946559,7.675699991523288,9,9
GDELT,10,3,restore,0.0,2223.054100002628,1.953800005139783,2221.100299997488,9,5000,4.785899989656173,0.949399996898137,3.836499992758036,9,9
GDELT,10,4,delete,0.0,2243.994999997085,0.5975999956717715,2243.397400001413,6,5000,3.4007000067504123,0.5508000031113625,2.84990000363905,6,6
GDELT,10,4,restore,0.0,2058.789899994736,0.4875999875366688,2058.302300007199,6,5000,4.8973999946611,1.148399998783134,3.7489999958779663,6,6
GDELT,10,5,delete,0.0,2131.578200001968,2.327900001546368,2129.2503000004217,9,5000,6.433699993067421,1.1771999998018146,5.256499993265607,9,9
GDELT,10,5,restore,0.0,2247.3219000094105,2.502900009858422,2244.818999999552,9,5000,4.781499999808148,0.9288000001106412,3.8526999996975055,9,9
GDELT,10,6,delete,0.0,2139.0403999976115,0.5341999931260943,2138.506200004485,4,5000,2.965000006952323,0.5214999982854351,2.443500008666888,4,4
GDELT,10,6,restore,0.0,2154.32809999038,1.0138999932678416,2153.314199997112,4,5000,5.203600012464449,1.005099999019876,4.198500013444573,4,4
GDELT,10,7,delete,0.0,2178.405799990287,0.7100999937392771,2177.695699996548,9,5000,5.612399996607564,0.778300003730692,4.834099992876872,9,9
GDELT,10,7,restore,0.0,1978.3970000135012,1.70460001390893,1976.6923999995925,9,5000,4.030900003272109,0.754000007873401,3.276899995398708,9,9
GDELT,10,8,delete,0.0,2152.2500999999465,0.3785000008065253,2151.87159999914,3,5000,2.01950001064688,0.5592000088654459,1.4603000017814338,3,3
GDELT,10,8,restore,0.0,2104.938600008609,0.3871000080835074,2104.5515000005253,3,5000,1.6860000032465905,0.4575000057229772,1.2284999975236133,3,3
GDELT,10,9,delete,0.0,2210.7335000036983,0.7941999938338995,2209.9393000098644,2,5000,2.496199987945147,0.4507999983616173,2.045399989583529,2,2
GDELT,10,9,restore,0.0,2331.418299989309,0.4599999956553802,2330.958299993654,2,5000,2.906299996539019,0.4186000005574897,2.4876999959815294,2,2
GDELT,100,0,delete,0.0,2205.61259999522,12.884399999165908,2192.728199996054,82,5000,71.15440000779927,12.253900000359865,58.900500007439405,82,82
GDELT,100,0,restore,0.0,2211.536899994826,15.955199996824376,2195.5816999980016,82,5000,73.942499991972,13.953299989225345,59.98920000274666,82,82
GDELT,100,1,delete,0.0,2199.8042999912286,17.89170000120066,2181.912599990028,88,5000,80.85359999677166,18.01280000654515,62.84079999022652,88,88
GDELT,100,1,restore,0.0,2249.783799998113,17.63760000176262,2232.1461999963503,88,5000,81.86989999376237,12.243899996974504,69.62599999678787,88,88
GDELT,100,2,delete,0.0,2282.302299994626,8.67689998995047,2273.625400004676,65,5000,47.97980000148527,11.077200004365295,36.90259999711998,65,65
GDELT,100,2,restore,0.0,2283.4462000028,8.014000006369315,2275.4321999964304,65,5000,41.05020000133664,8.188599997083656,32.86160000425298,65,65
GDELT,100,3,delete,0.0,2032.3376000014832,9.955899993656203,2022.381700007827,67,5000,48.51049999706447,7.497899990994483,41.01260000606999,67,67
GDELT,100,3,restore,0.0,2114.328099996783,14.835999987553803,2099.492100009229,67,5000,72.26970000192523,14.45610000519082,57.81359999673441,67,67
GDELT,100,4,delete,0.0,2202.2468999930425,12.122400003136136,2190.1244999899063,78,5000,56.47809999936726,11.319299999740906,45.15879999962635,78,78
GDELT,100,4,restore,0.0,2050.2927000052296,12.175700001535006,2038.1170000036943,78,5000,55.673900002148,13.68860001093708,41.98529999121092,78,78
GDELT,100,5,delete,0.0,2041.5293999976711,6.931199997779913,2034.5981999998912,63,5000,38.08709999429993,7.608999992953613,30.47810000134632,63,63
GDELT,100,5,restore,0.0,2078.194200003054,7.651199994143099,2070.543000008911,63,5000,51.39349999080878,10.40379999903962,40.98969999176916,63,63
GDELT,100,6,delete,0.0,2034.6292000031096,14.492900008917786,2020.136299994192,75,5000,63.37560000247322,14.495900002657436,48.87969999981578,75,75
GDELT,100,6,restore,0.0,2084.497599993483,11.325499988743104,2073.17210000474,75,5000,57.80640000011772,11.368299994501283,46.438100005616434,75,75
GDELT,100,7,delete,0.0,2126.864999998361,15.037299992400222,2111.8277000059607,80,5000,65.75149999116547,20.99009999074042,44.761400000425056,80,80
GDELT,100,7,restore,0.0,2011.9688999984648,11.1386000062339,2000.8302999922307,80,5000,67.6097999967169,12.802099998225458,54.80769999849144,80,80
GDELT,100,8,delete,0.0,2097.277900000336,18.335700005991384,2078.9421999943443,90,5000,70.4622999910498,14.638799999374896,55.82349999167491,90,90
GDELT,100,8,restore,0.0,2232.001800002763,10.762799996882675,2221.2390000058804,90,5000,78.83649998984765,13.05359999241773,65.78289999742992,90,90
GDELT,100,9,delete,0.0,2170.4477000021143,12.093199999071658,2158.354500003042,80,5000,93.89099999680184,17.927099994267337,75.9639000025345,80,80
GDELT,100,9,restore,0.0,2231.82660000748,16.94290000887122,2214.883699998609,80,5000,79.58989999315236,20.173900004010648,59.41599998914171,80,80
GDELT,1000,0,delete,0.0,2162.174700002652,105.67380000429694,2056.5008999983547,570,5000,535.1399000064703,86.19709999766201,448.94280000880826,570,570
GDELT,1000,0,restore,0.0,2197.563399997307,93.37040000536943,2104.192999991937,570,5000,466.3989999971818,113.45859999710228,352.94040000007953,570,570
GDELT,1000,1,delete,0.0,2147.885799990036,115.7791999867186,2032.106600003317,622,5000,520.2886000042781,124.08910000522155,396.19949999905657,622,622
GDELT,1000,1,restore,0.0,2088.79780001007,99.38600000168664,1989.411800008384,622,5000,495.26690000493545,114.66530000325292,380.6016000016825,622,622
GDELT,1000,2,delete,0.0,2084.253799999715,116.02860000857618,1968.2251999911389,609,5000,450.90860000345856,107.14830001234075,343.7602999911178,609,609
GDELT,1000,2,restore,0.0,2120.072199992137,105.1828000054229,2014.889399986714,609,5000,449.122999998508,106.43139999592675,342.69160000258125,609,609
GDELT,1000,3,delete,0.0,2268.333600004553,119.40910000703298,2148.92449999752,641,5000,483.598399994662,113.88950000400656,369.7088999906555,641,641
GDELT,1000,3,restore,0.0,2159.007500013104,111.04830000840592,2047.9592000046975,641,5000,503.7355999957072,90.5882999941241,413.1473000015831,641,641
GDELT,1000,4,delete,0.0,2174.898099998245,121.03160000697244,2053.8664999912726,653,5000,503.66159999975935,102.99279999162536,400.668800008134,653,653
GDELT,1000,4,restore,0.0,2328.798699993058,122.29249998927116,2206.506200003787,653,5000,615.5233000026783,136.327700005495,479.1955999971833,653,653
GDELT,1000,5,delete,0.0,2057.278399995994,101.34900000412016,1955.9293999918737,627,5000,498.8237999932608,114.93499999050982,383.8888000027509,627,627
GDELT,1000,5,restore,0.0,2256.7075999977533,124.7373000078369,2131.9702999899164,627,5000,526.4784000028158,111.347800004296,415.13059999851976,627,627
GDELT,1000,6,delete,0.0,2157.6744000049075,110.43900001095608,2047.2353999939517,636,5000,522.1823000028962,132.9554999974789,389.2268000054173,636,636
GDELT,1000,6,restore,0.0,2141.522399993846,126.09119999979156,2015.4311999940544,636,5000,501.74940000579227,111.28100000496488,390.4684000008274,636,636
GDELT,1000,7,delete,0.0,2217.597200011369,116.35170000954533,2101.2455000018235,639,5000,505.3724000026705,94.91529999650083,410.4571000061696,639,639
GDELT,1000,7,restore,0.0,2269.185999990441,128.91109999327455,2140.2748999971664,639,5000,527.6193999889074,127.05869998899288,400.5606999999145,639,639
GDELT,1000,8,delete,0.0,2177.334800013341,125.4320000007283,2051.9028000126127,671,5000,541.2357000022894,129.32249999721537,411.913200005074,671,671
GDELT,1000,8,restore,0.0,2250.478700007079,150.80550000129733,2099.673200005782,671,5000,539.9902999924961,114.24389999592675,425.7463999965694,671,671
GDELT,1000,9,delete,0.0,2037.1843000029912,99.87760000512937,1937.3066999978616,609,5000,469.4202999962727,100.5412999948021,368.87900000147056,609,609
GDELT,1000,9,restore,0.0,2156.251299995347,116.48240000067744,2039.7688999946693,609,5000,443.7520999927074,97.57620000164025,346.1758999910671,609,609
