epoch,loss,seconds,nonfinite_gradient_values,validation_mrr
1,8.771174445859392,28.807813599996734,2,
2,6.169732887137837,30.95277070000884,2,0.32733530513648434
3,5.130239740340966,30.995361599998432,2,
4,4.3288217237585656,31.965259999997215,2,0.5065885804155994
5,3.8825500504653054,31.68321719999949,2,
6,3.5869965853605725,32.49617159999616,2,0.5526013919655581
7,3.356832336938368,31.546496800001478,2,
8,3.1646716956483423,33.12729180000315,2,0.5887336691008547
