,,,aurc,aurc,mrr,mrr,hits1,hits1,hits3,hits3,hits10,hits10,neural_mrr,neural_mrr,neural_hits1,neural_hits1,neural_hits3,neural_hits3,neural_hits10,neural_hits10,brier,brier,ece,ece,risk20,risk20,worst_flip1_20,worst_flip1_20,random_flip2_20,random_flip2_20,shifted_flip_20,shifted_flip_20,wide_flip_20,wide_flip_20,event_flip_20,event_flip_20,deployed_coverage20,deployed_coverage20,deployed_risk20,deployed_risk20,risk40,risk40,worst_flip1_40,worst_flip1_40,random_flip2_40,random_flip2_40,shifted_flip_40,shifted_flip_40,wide_flip_40,wide_flip_40,event_flip_40,event_flip_40,deployed_coverage40,deployed_coverage40,deployed_risk40,deployed_risk40,certified_coverage,certified_coverage
,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,dataset,selector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeRDy,ICEWS14,negative_entropy,0.19592627188686526,0.0065731550889277105,0.6616269879601872,0.001049706570909029,0.5791971524619339,0.0025706940874035966,0.7116867708127348,0.0009061846341617051,0.8137894667457649,0.0012713269739625388,0.6626893397093675,0.0013690322317077108,0.5792630676949443,0.002222624124986781,0.714916617230242,0.0025503318333864326,0.8147781952409202,0.002542653947925118,,,,,0.08133333333333323,0.010969655114602888,0.0003333333333333333,0.0005773502691896258,8.333333333333333e-05,0.00014433756729740645,0.0003333333333333333,0.0005773502691896258,0.0003333333333333333,0.0005773502691896258,0.0003333333333333333,0.0005773502691896258,0.12886666666666666,0.02707126397738631,0.05911392347915306,0.02117983501076015,0.14616666666666664,0.007112196097783927,0.002,0.00229128784747792,0.0007708333333333333,0.0008531498012268029,0.0021666666666666666,0.0022546248764114467,0.002,0.002,0.002,0.0018027756377319948,0.42660000000000003,0.08651728151069013,0.15588489623993615,0.0377029620842962,,
TeRDy,ICEWS14,neural_margin,0.19264894608413297,0.0031232919842224256,0.6616269879601872,0.001049706570909029,0.5791971524619339,0.0025706940874035966,0.7116867708127348,0.0009061846341617051,0.8137894667457649,0.0012713269739625388,0.6626893397093675,0.0013690322317077108,0.5792630676949443,0.002222624124986781,0.714916617230242,0.0025503318333864326,0.8147781952409202,0.002542653947925118,,,,,0.07033333333333323,0.0011547005383792516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10866666666666665,0.012480918769599189,0.0384383135686188,0.003196717702742491,0.13716666666666658,0.005033222956847171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3554,0.030901132665324772,0.12226864843213264,0.007096352082873421,,
TemporalComplEx,ICEWS05-15,Certificate calibration,0.3884152333236517,0.0037804398243273724,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.1843943959018041,0.0027543561513926717,0.021943279702891668,0.003468450769132115,0.21433333333333324,0.008326663997864513,0.0,0.0,0.006333333333333334,0.005009886059915269,0.004666666666666667,0.0005773502691896255,0.0036666666666666666,0.0005773502691896258,0.0013333333333333333,0.0015275252316519468,0.3067333333333333,0.017902327595408732,0.292468000975487,0.014039969489686109,0.35283333333333333,0.005057996968497868,0.107,0.037057387927375555,0.03835416666666667,0.004115677597107593,0.1165,0.03323025729662652,0.12583333333333332,0.036429154990657325,0.09849999999999999,0.029330018752124924,0.5171333333333333,0.026837535902786126,0.4280757868828074,0.02124292198932734,,
TemporalComplEx,ICEWS05-15,Certified 1-window,,,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,,,,,0.21433333333333324,0.008326663997864513,0.0,0.0,0.006333333333333334,0.005009886059915269,0.004666666666666667,0.0005773502691896255,0.0036666666666666666,0.0005773502691896258,0.0013333333333333333,0.0015275252316519468,0.2942,0.006939740629159,0.2859354171998442,0.004458575301691111,0.36566666666666664,0.01051586103623155,0.0,0.0,0.022104166666666664,0.0029330640264633397,0.024499999999999997,0.0034999999999999988,0.030666666666666665,0.0062516664445036825,0.013,0.0015,0.3955333333333333,0.024341185947552618,0.36646199366793875,0.011437023871489252,0.5514,0.02184399230909957
TemporalComplEx,ICEWS05-15,Certified 2-window,,,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,,,,,0.21666666666666656,0.0032145502536642975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013333333333333333,0.0015275252316519468,0.25720000000000004,0.0067999999999999935,0.26758499061538926,0.009746408352486606,0.4071666666666667,0.006251666444503669,0.0,0.0,0.0,0.0,0.0026666666666666666,0.0012583057392117915,0.0,0.0,0.007166666666666666,0.001607275126832159,0.3152,0.028123299948619115,0.327796075815408,0.025535108821149483,0.4463333333333333,0.02203663616193119
TemporalComplEx,ICEWS05-15,Ensemble calibration,0.3858778918878329,0.0005363830846584622,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.18048612068539815,0.000434015832062365,0.024734631471317298,0.004602138509870787,0.21433333333333324,0.004163331998932248,0.09766666666666667,0.01721433511156714,0.03254166666666666,0.010256349659276118,0.09699999999999999,0.014798648586948739,0.102,0.015620499351813305,0.08733333333333333,0.017785762095938802,0.25053333333333333,0.01680277754817142,0.24789975140762258,0.014512090342917566,0.33466666666666667,0.0012583057392117495,0.2065,0.02018043607061056,0.08364583333333332,0.008920730187789183,0.20516666666666664,0.01797451900144573,0.21316666666666664,0.019218047073866092,0.1875,0.019371370627810507,0.42993333333333333,0.011696723187856216,0.35575695178614647,0.006207015289592815,,
TemporalComplEx,ICEWS05-15,Evidence calibration,0.3943885935478384,0.005744392130729077,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.18708338998308993,0.0033128487261607897,0.026094889277453136,0.012396207536823918,0.2256666666666666,0.0156950098226581,0.029333333333333333,0.006027713773341709,0.015125,0.007408820756368721,0.03933333333333333,0.0065064070986477094,0.04033333333333333,0.00808290376865476,0.023000000000000003,0.004582575694955841,0.2992666666666666,0.026710547230136137,0.292932819894379,0.0227392334438739,0.35916666666666663,0.00748888064622034,0.18533333333333335,0.01761628034896508,0.06964583333333334,0.032500981555690485,0.18933333333333333,0.015814023312659346,0.19983333333333334,0.01578237413488013,0.16133333333333333,0.021001984033260607,0.49206666666666665,0.028398826266825456,0.41796361471947696,0.02453366966683134,,
TemporalComplEx,ICEWS05-15,Probability calibration,0.44903723814097,0.01298708258362779,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.21630151797605346,0.005592855462364489,0.05812549430769113,0.027335134120775272,0.30699999999999994,0.028792360097775898,0.18133333333333335,0.07983942217559778,0.09895833333333333,0.07741853917721085,0.17800000000000002,0.07662897624267208,0.18400000000000002,0.07937883848986456,0.16633333333333333,0.07629110913686687,0.18933333333333333,0.04002465906579759,0.3021239305442904,0.02522382277685085,0.4666666666666666,0.01200347172002057,0.39749999999999996,0.03514612354157995,0.2558125,0.007133492745492932,0.39516666666666667,0.03370583530092872,0.4036666666666667,0.037196550019233415,0.371,0.03205854020382089,0.3290666666666667,0.02381372153472306,0.4360488096443153,0.037410494286454016,,
TemporalComplEx,ICEWS05-15,Score calibration,0.42549438116462507,0.00544902301494105,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.20433038167398668,0.005407221314634407,0.0467079912720205,0.007368986981231693,0.263,0.008185352771872458,0.128,0.039038442591886276,0.06041666666666667,0.038321488206140085,0.126,0.04050925820105818,0.131,0.03858756276314948,0.11766666666666666,0.041549167661137726,0.20613333333333336,0.019345628274453477,0.270294128843429,0.016818051360209193,0.4081666666666666,0.025701815759462097,0.29683333333333334,0.0631156346187958,0.18475,0.04185507921686447,0.29633333333333334,0.06225016733578582,0.30233333333333334,0.06351640208114226,0.27599999999999997,0.058238732815884674,0.38079999999999997,0.009676776322722347,0.3967152322132472,0.032969385971247954,,
TemporalComplEx,ICEWS05-15,Temperature scaling,0.45727537681395236,0.014855502649292963,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.2672251819077775,0.006184198650214757,0.22100641763598503,0.009139091605010382,0.39266666666666666,0.031942656954820355,0.137,0.02,0.022000000000000002,0.0036249999999999998,0.13733333333333334,0.01550268793897798,0.14433333333333334,0.020404247923737195,0.10333333333333333,0.030270998221620205,0.387,0.0017776388834631375,0.4490941841202815,0.018999674645127765,0.45166666666666666,0.015814023312659353,0.21666666666666667,0.016854771826795307,0.03685416666666667,0.0015004339650025696,0.21516666666666664,0.016854771826795328,0.227,0.018330302779823355,0.17683333333333331,0.027075511691071204,0.5615333333333333,0.005220472520120483,0.47423186270999435,0.014784059217310833,,
TemporalComplEx,ICEWS05-15,candidate_probability,0.45840845225898796,0.017905607275534044,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.27871415973099145,0.01080692043764971,0.24009139214855169,0.013583376880460877,0.39033333333333325,0.04313158162336884,0.136,0.019000000000000003,0.023208333333333334,0.002779201024275382,0.137,0.016822603841260723,0.143,0.018083141320025125,0.10333333333333333,0.030664855018951803,0.3782666666666667,0.050770201233925914,0.43871302830764386,0.03670930882968127,0.4498333333333333,0.021049544729835206,0.214,0.03875241927931727,0.035270833333333335,0.006006615276787197,0.21166666666666667,0.037504444181101174,0.22416666666666665,0.0395674529548382,0.1738333333333333,0.04115316917727399,0.5562666666666667,0.05411851192829793,0.47715229349290156,0.015299048804317776,,
TemporalComplEx,ICEWS05-15,ensemble_probability,0.41159177059716834,0.010390163133170148,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.22808220119046088,0.0017563598615093227,0.17490856595719942,0.015025956554985991,0.30233333333333334,0.010969655114602893,0.12533333333333332,0.01908751773629388,0.021083333333333332,0.004183922601259891,0.123,0.0186815416922694,0.13166666666666668,0.020404247923737188,0.10699999999999998,0.018330302779823365,0.34366666666666673,0.010681448091590105,0.35621154437793595,0.025641831175180808,0.3848333333333333,0.019002192855913605,0.2058333333333333,0.027341970180170504,0.04495833333333333,0.0133376132453799,0.2005,0.024576411454889015,0.21366666666666667,0.027687241345669186,0.17,0.029064583258667252,0.5556666666666666,0.022023926383216406,0.44420154480912094,0.017048751893254582,,
TemporalComplEx,ICEWS05-15,hybrid_margin,0.4525345978792463,0.015265359681529853,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,,,,,0.3313333333333333,0.07011656960614467,0.241,0.10998636279102969,0.16387500000000002,0.10024244048804877,0.23933333333333331,0.11146897924235842,0.243,0.10999545445153631,0.227,0.1057733425774188,0.15986666666666668,0.019897068460789223,0.2840930236314693,0.03912587576338847,0.4656666666666666,0.017960605038064105,0.39033333333333337,0.03959903197470026,0.24749999999999997,0.01435174749812718,0.38633333333333336,0.037796604785791714,0.3958333333333333,0.04092778192540286,0.3625,0.03616973873281365,0.3283333333333333,0.0357884525138114,0.4411746350427963,0.04014555691539903,,
TemporalComplEx,ICEWS05-15,hybrid_max,0.44903723814097,0.01298708258362779,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.24033129853180202,0.01827924708429607,0.13241477236128105,0.0637205480224218,0.30699999999999994,0.028792360097775898,0.18133333333333335,0.07983942217559778,0.09895833333333333,0.07741853917721085,0.17800000000000002,0.07662897624267208,0.18400000000000002,0.07937883848986456,0.16633333333333333,0.07629110913686687,0.18933333333333333,0.04002465906579759,0.3021239305442904,0.02522382277685085,0.4666666666666666,0.01200347172002057,0.39749999999999996,0.03514612354157995,0.2558125,0.007133492745492932,0.39516666666666667,0.03370583530092872,0.4036666666666667,0.037196550019233415,0.371,0.03205854020382089,0.3290666666666667,0.02381372153472306,0.4360488096443153,0.037410494286454016,,
TemporalComplEx,ICEWS05-15,max_probability,0.5104853053522634,0.012530534745569689,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,0.2923844050601134,0.030144293772615093,0.22244377997484777,0.051797000156011186,0.4446666666666666,0.028571547618799605,0.25333333333333335,0.050639246966491636,0.06316666666666666,0.007095699988960454,0.25366666666666665,0.04406056437828883,0.26333333333333336,0.051539628765963505,0.21566666666666667,0.05630571315002887,0.3999333333333333,0.07557839197372049,0.5102963839521655,0.04183724986461332,0.5118333333333334,0.019185497995447876,0.35083333333333333,0.044433470867504085,0.09002083333333333,0.006359151050520284,0.34933333333333333,0.04106803298592877,0.3641666666666667,0.04611489274988429,0.3045,0.04942671342502958,0.6636666666666667,0.0959763165230534,0.5671388897159487,0.02935106168868491,,
TemporalComplEx,ICEWS05-15,negative_entropy,0.5277524072014366,0.025715232708523453,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,,,,,0.46399999999999997,0.04912229636326058,0.27299999999999996,0.04676537180435969,0.06004166666666667,0.005318501512017588,0.27366666666666667,0.04532475409015845,0.2836666666666667,0.04793050524804984,0.2323333333333333,0.046822359331128674,0.4547999999999999,0.09111992098328445,0.5445485927436232,0.06154365906301615,0.537,0.039990623901109676,0.37733333333333335,0.05820724468082417,0.08618750000000001,0.0007043392293490366,0.37483333333333335,0.054731922434109084,0.3906666666666667,0.06060184265625373,0.32516666666666666,0.05451223104343956,0.6950666666666666,0.07553551041287364,0.5858338952578491,0.0327258656626047,,
TemporalComplEx,ICEWS05-15,neural_margin,0.50669763204581,0.007664316367692222,0.5051171702350862,0.002211988675960671,0.3880971232515175,0.0016600350521785501,0.5664423330694115,0.004063025684439368,0.7421483240960676,0.006475841096497768,0.45458785224784887,0.000779137173128098,0.325349696489839,0.0004571261038714205,0.5197941409342834,0.005146476642913678,0.7242676167854315,0.004286699886719677,,,,,0.4376666666666666,0.02182506204649443,0.24966666666666668,0.05050082507576814,0.06541666666666666,0.00612925022603363,0.25066666666666665,0.04550091574170055,0.26,0.05356304696336833,0.21466666666666667,0.05727419430540542,0.37333333333333335,0.05810553616767798,0.5003459798764328,0.03474841055625753,0.5081666666666667,0.016645820296198453,0.35333333333333333,0.04171430609914701,0.09495833333333333,0.005687271057663187,0.3496666666666666,0.036682193682130486,0.3655,0.043130615576409286,0.30583333333333335,0.045139598285023896,0.6096666666666667,0.06214348987088936,0.5533659303153454,0.020160250984232363,,
TemporalComplEx,ICEWS14,Certificate calibration,0.4619860099111646,0.0024848300339012992,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.18482899121388616,0.0007689629252377813,0.027244952474181534,0.0027404196694089766,0.30899999999999994,0.006082762530298158,0.005666666666666667,0.0055075705472861025,0.05725,0.008579590607948613,0.04133333333333333,0.007023769168568492,0.034333333333333334,0.010692676621563625,0.010333333333333335,0.006506407098647712,0.3113333333333333,0.01427211733883007,0.39914777909688554,0.015714180741332115,0.4643333333333333,0.004193248541803018,0.3215,0.01657558445425079,0.2879791666666667,0.013172137576465466,0.3443333333333333,0.007488880646220299,0.3511666666666667,0.012789970028633102,0.29266666666666663,0.006251666444503711,0.5660666666666666,0.008686387818497017,0.5473172881637062,0.008548296879361443,,
TemporalComplEx,ICEWS14,Certified 1-window,,,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,,,,,0.3096666666666666,0.008082903768654708,0.0,0.0,0.05670833333333333,0.006860590960940125,0.037,0.004358898943540671,0.02866666666666667,0.005507570547286103,0.006999999999999999,0.0026457513110645908,0.25806666666666667,0.010458170649465102,0.3765745453412537,0.013531007942096539,0.47783333333333333,0.005923118547972269,0.0,0.0,0.04929166666666667,0.001163127071017324,0.05616666666666666,0.003403429642777023,0.050833333333333335,0.004072263907623538,0.01983333333333333,0.002516611478423581,0.31046666666666667,0.016806348007027974,0.4318764030436217,0.023411881333979402,0.5916,0.016391461191730315
TemporalComplEx,ICEWS14,Certified 2-window,,,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,,,,,0.3303333333333332,0.0030550504633039036,0.0,0.0,0.0,0.0,0.005333333333333333,0.0020816659994661326,0.0,0.0,0.014333333333333335,0.003785938897200183,0.20306666666666665,0.005536545252531886,0.33567030979218854,0.009998122896381492,0.5266666666666667,0.001892969448600127,0.0,0.0,0.0,0.0,0.005833333333333334,0.0002886751345948133,0.0,0.0,0.0105,0.0010000000000000005,0.23446666666666668,0.015895072611766613,0.38217874546974384,0.03145783280538043,0.5086666666666667,0.017837413863375305
TemporalComplEx,ICEWS14,Ensemble calibration,0.4262642181915161,0.0015431004612999095,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.16213142123964383,0.0004083288387164666,0.04123329707865567,0.0027736775941534057,0.284,0.005567764362829989,0.18733333333333335,0.024583192089989724,0.15208333333333332,0.026774910519613934,0.20299999999999999,0.022649503305812255,0.19999999999999998,0.02622975409720801,0.17133333333333334,0.026025628394590855,0.23933333333333331,0.005672154205708208,0.27925229915568134,0.009311317508678701,0.3944999999999999,0.0020000000000000018,0.3216666666666667,0.01644181660685137,0.2705625,0.021849181191751776,0.3373333333333333,0.011239810200058249,0.3408333333333333,0.01615807331748847,0.29,0.016393596310754977,0.42273333333333335,0.0067091976668848825,0.4087161869933597,0.0053532669157028475,,
TemporalComplEx,ICEWS14,Evidence calibration,0.46435004520835216,0.0028330457828004804,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.18575623377210662,0.000954840808535969,0.030211058994474568,0.000979171921732893,0.3016666666666667,0.008020806277010644,0.065,0.014177446878757827,0.07304166666666667,0.006500400628679231,0.09333333333333334,0.013650396819628846,0.09433333333333334,0.016653327995729064,0.04633333333333334,0.016289055630494157,0.3028666666666667,0.007294746968424148,0.3896650337856508,0.010370543582526101,0.4676666666666667,0.003329164059239764,0.375,0.009260129588726065,0.31045833333333334,0.005788368365380111,0.38766666666666666,0.001040832999733055,0.39916666666666667,0.007094598884597586,0.324,0.005766281297335404,0.5821999999999999,0.0031749015732775105,0.5543149834228477,0.006060988814883703,,
TemporalComplEx,ICEWS14,Probability calibration,0.5147843317503944,0.005779570455186741,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.20616154601097844,0.0008998497475516906,0.03136218940483563,0.004462826048877803,0.4609999999999999,0.0181934053986603,0.496,0.03195309061734092,0.5477916666666666,0.0320098454906195,0.5033333333333333,0.0347754702819866,0.5123333333333333,0.031182259913824943,0.454,0.027221315177632408,0.18153333333333332,0.018720398856149772,0.4704824091789548,0.022038782398284443,0.5001666666666666,0.0017559422921421333,0.4615,0.026556543449778997,0.4175416666666667,0.016760763022110114,0.4718333333333333,0.02973774257292126,0.48066666666666663,0.02573583752927681,0.4111666666666667,0.022695447414257615,0.5576,0.02155829306786603,0.557628844232967,0.009461870998764565,,
TemporalComplEx,ICEWS14,Score calibration,0.5013098851004719,0.006869016879869919,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.2008906931064259,0.0020096068262579333,0.025445357984342998,0.004706089111702514,0.41066666666666657,0.026689573494781252,0.3953333333333333,0.06388531390964075,0.42920833333333336,0.0767539019095012,0.40499999999999997,0.059194594347794956,0.41,0.06550572494064927,0.36366666666666664,0.05839805932848567,0.19026666666666667,0.02157436750714452,0.40395644905840733,0.01152013118249947,0.49416666666666664,0.007094598884597572,0.43333333333333335,0.008808140174482525,0.39529166666666665,0.008278438988319798,0.444,0.007549834435270756,0.4563333333333333,0.008892881047969427,0.38466666666666666,0.00548482755730143,0.5414666666666667,0.00999266397580413,0.548680902557487,0.006881627465823615,,
TemporalComplEx,ICEWS14,Temperature scaling,0.5322317182895804,0.02329623713377275,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.271099945443159,0.008079720801838308,0.2466368027346135,0.007182093611823252,0.4746666666666666,0.053454030094403006,0.16366666666666665,0.026501572280401273,0.06354166666666668,0.0057721493685916805,0.17733333333333334,0.029143323992525866,0.18899999999999997,0.03,0.125,0.03439476704383968,0.3792,0.015810123339177327,0.48771704928388,0.029183115994136997,0.49466666666666664,0.026703620228975194,0.2161666666666667,0.014952703211571248,0.09885416666666667,0.010419395475906142,0.22716666666666666,0.017294025943467694,0.23850000000000002,0.01837797594948911,0.17300000000000001,0.017797471730557686,0.5735333333333333,0.02451965198230458,0.5399779161112847,0.017744013644705604,,
TemporalComplEx,ICEWS14,candidate_probability,0.5450942381025664,0.02352351417336801,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.29826799373618934,0.003993597108008575,0.28256065086782645,0.004524307452770435,0.5026666666666666,0.05329477773040558,0.19166666666666665,0.030566866593312002,0.075625,0.009377499666755527,0.209,0.03386738844375219,0.221,0.03551056180912941,0.14633333333333334,0.037233497463081994,0.42606666666666665,0.014637395032359187,0.5068435173882695,0.02033582448964168,0.5038333333333332,0.02183078865578001,0.254,0.017755280904564706,0.11429166666666667,0.010295883076906678,0.264,0.02001874121916761,0.2775,0.020297783130184415,0.20166666666666666,0.019939491802283556,0.6116666666666667,0.020608089026722797,0.5538636794312195,0.013858005416436572,,
TemporalComplEx,ICEWS14,ensemble_probability,0.508694020313832,0.010664392111066677,0.4310589764420287,0.002009979545627392,0.3358381121877265,0.000694460072035623,0.48012655724737985,0.004277893544153457,0.6193395293652363,0.0047950783678,0.3678294496069027,0.004213547537116503,0.2666271175268604,0.003604906443576637,0.4182980686836728,0.00811560812231802,0.5709577483356404,0.0033810081347919697,0.28874033922365777,0.0004143696441642183,0.28031399601122065,0.002972271743097685,0.4596666666666666,0.028884828774519967,0.19799999999999998,0.028618176042508364,0.08845833333333335,0.008842664097054309,0.20966666666666667,0.033545988334424334,0.22766666666666668,0.034530180036213734,0.142,0.030413812651491103,0.4487333333333334,0.011937057147108453,0.4917998161688206,0.015629106529519335,0.4843333333333333,0.016235249715767654,0.282,0.026627053911388678,0.1366875,0.008917153413505921,0.29333333333333333,0.02593421163894005,0.31083333333333335,0.02586664518899454,0.22416666666666665,0.028081725967848435,0.6667333333333333,0.008649470118645032,0.5537858144712762,0.006816767895511911,,
