model,dataset,outcome,margin_auc,certificate_auc,auc_gain,ci_low,ci_high,valid_replicates,positive_cases,queries_times_seeds
TeRDy,ICEWS14,random_flip2,0.9262571740128558,0.990631169651056,0.06437399563820023,0.05651765571239636,0.07353892694334034,2000,480,15000
TeRDy,ICEWS14,shifted_flip,0.9266785320160693,0.9966375773029281,0.06995904528685881,0.0614315397775339,0.0787527862996732,2000,494,15000
TeRDy,ICEWS14,wide_flip,0.9268491966048779,0.9981186208266027,0.07126942422172489,0.06341628045130052,0.07950304751663047,2000,503,15000
TeRDy,ICEWS14,event_flip,0.9181795127028511,0.993710653377996,0.07553114067514488,0.06696673985558009,0.0842314346947927,2000,415,15000
