dataset,seed,n_entities,n_relations,n_times,n_train_quadruples_reciprocal,epochs,dimension,validation_mrr,test_mrr,test_hits1,test_hits3,test_hits10,baseline_brier,stability_brier,baseline_ece,stability_ece,baseline_aurc,stability_aurc,elapsed_seconds,baseline_threshold@0.20,baseline_risk@0.20,baseline_coverage@0.20,stability_threshold@0.20,stability_risk@0.20,stability_coverage@0.20,baseline_threshold@0.40,baseline_risk@0.40,baseline_coverage@0.40,stability_threshold@0.40,stability_risk@0.40,stability_coverage@0.40,baseline_threshold@0.60,baseline_risk@0.60,baseline_coverage@0.60,stability_threshold@0.60,stability_risk@0.60,stability_coverage@0.60,baseline_threshold@0.80,baseline_risk@0.80,baseline_coverage@0.80,stability_threshold@0.80,stability_risk@0.80,stability_coverage@0.80
ICEWS14,0,7128,230,365,145652,30,96,0.37633555315567196,0.3635697028492188,0.26339727110935335,0.4089381055962033,0.5687166304132885,0.1664310679637412,0.14997793918161498,0.026631656465248295,0.03569298410209993,0.6010251520261394,0.558440362380195,12.370142200001283,0.38660414156813827,0.4942528735632184,0.1914,0.4063464339485748,0.40332640332640335,0.1924,0.2888297323884097,0.5953663793103449,0.3712,0.2315820744074173,0.5343861436576668,0.3926,0.19081561352645704,0.6607508532423209,0.586,0.15119330197490957,0.6400401069518716,0.5984,0.11350880831642327,0.7036108324974925,0.7976,0.09808672301170619,0.7027095467206887,0.7898
ICEWS14,1,7128,230,365,145652,30,96,0.3709425949593507,0.3679234199876032,0.265967965196757,0.4225825588293455,0.5693098675103816,0.16794597718896226,0.15328171385041123,0.04373509845772704,0.03248155333123409,0.5964197510767263,0.560333800158487,13.002333900003578,0.38788476580229125,0.4822546972860125,0.1916,0.4381652356721086,0.440320962888666,0.1994,0.2967869502805039,0.5991882293252156,0.3942,0.23144245122999388,0.5317658829414708,0.3998,0.20465729748674805,0.6656410256410257,0.585,0.15589183232038467,0.6348295646304422,0.5926,0.12220347257839756,0.7061920280772124,0.7978,0.09971070626286181,0.6989706251569169,0.7966
ICEWS14,2,7128,230,365,145652,30,96,0.37139309435592266,0.3719952259838862,0.27051611627447103,0.42337354162546964,0.5748467470832509,0.16701615582675317,0.1510696609887437,0.032681267422424415,0.03996606344029403,0.5886074490049555,0.5523230176620454,12.237468500010436,0.3850846963711214,0.4926739926739927,0.2184,0.39733956738727116,0.4171597633136095,0.2028,0.2911604174774396,0.6072124756335283,0.4104,0.22813734505701871,0.5346487006737247,0.4156,0.18779250191028382,0.6621621621621622,0.6216,0.1495636121212272,0.6376811594202898,0.621,0.10786124220203014,0.7050623624358033,0.8178,0.09035072157413013,0.695899209486166,0.8096
